,Produce_Variety,Commodity_Type,Unit,Volume_in_Kgs,Values_in_Ksh,Date,produce_variety,Type_of_Commodity,Package_Type,package_weight(Kg),Day,Month,Year,Price
783,Roots & Tubers,Cassava Fresh,Bag,99,KES2102.00,4/1/2013,3,8,0,99,1,4,2013,2102
784,Roots & Tubers,Sweet Potatoes,Bag,98,KES2728.00,4/1/2013,3,37,0,98,1,4,2013,2728
785,Cereals,Dry Maize,Bag,90,KES2838.00,5/1/2013,0,15,0,90,1,5,2013,2838
786,Cereals,Green Maize,Ext Bag,115,KES3847.00,5/1/2013,0,19,2,115,1,5,2013,3847
787,Cereals,Finger Millet,Bag,90,KES6321.00,5/1/2013,0,16,0,90,1,5,2013,6321
788,Cereals,Sorghum,Bag,90,KES3694.00,5/1/2013,0,35,0,90,1,5,2013,3694
789,Cereals,Wheat,Bag,90,KES4365.00,5/1/2013,0,39,0,90,1,5,2013,4365
790,Legumes,Beans Canadian,Bag,90,KES6046.00,5/1/2013,2,1,0,90,1,5,2013,6046
791,Legumes,Beans Rosecoco,Bag,90,KES6108.00,5/1/2013,2,3,0,90,1,5,2013,6108
792,Legumes,Beans Mwitemania,Bag,90,KES5846.00,5/1/2013,2,2,0,90,1,5,2013,5846
793,Legumes,Mwezi Moja,Bag,90,KES6432.00,5/1/2013,2,27,0,90,1,5,2013,6432
794,Legumes,Dolichos (Njahi),Bag,90,KES7892.00,5/1/2013,2,14,0,90,1,5,2013,7892
795,Legumes,Green Gram,Bag,90,KES7514.00,5/1/2013,2,18,0,90,1,5,2013,7514
796,Legumes,Cowpeas,Bag,90,KES5755.00,5/1/2013,2,12,0,90,1,5,2013,5755
797,Legumes,Fresh Peas,Bag,51,KES4343.00,5/1/2013,2,17,0,51,1,5,2013,4343
798,Legumes,Groundnuts,Bag,110,KES12019.00,5/1/2013,2,20,0,110,1,5,2013,12019
799,Roots & Tubers,Red Irish Potatoes,Bag,110,KES3240.00,5/1/2013,3,33,0,110,1,5,2013,3240
800,Roots & Tubers,White Irish Potatoes,Bag,110,KES3065.00,5/1/2013,3,40,0,110,1,5,2013,3065
801,Roots & Tubers,Cassava Fresh,Bag,99,KES2350.00,5/1/2013,3,8,0,99,1,5,2013,2350
802,Roots & Tubers,Sweet Potatoes,Bag,98,KES3185.00,5/1/2013,3,37,0,98,1,5,2013,3185
803,Cereals,Dry Maize,Bag,90,KES2747.00,6/1/2013,0,15,0,90,1,6,2013,2747
804,Cereals,Green Maize,Ext Bag,115,KES3229.00,6/1/2013,0,19,2,115,1,6,2013,3229
805,Cereals,Finger Millet,Bag,90,KES6182.00,6/1/2013,0,16,0,90,1,6,2013,6182
806,Cereals,Sorghum,Bag,90,KES3507.00,6/1/2013,0,35,0,90,1,6,2013,3507
807,Cereals,Wheat,Bag,90,KES4540.00,6/1/2013,0,39,0,90,1,6,2013,4540
808,Legumes,Beans Canadian,Bag,90,KES5858.00,6/1/2013,2,1,0,90,1,6,2013,5858
809,Legumes,Beans Rosecoco,Bag,90,KES5668.00,6/1/2013,2,3,0,90,1,6,2013,5668
810,Legumes,Beans Mwitemania,Bag,90,KES5205.00,6/1/2013,2,2,0,90,1,6,2013,5205
811,Legumes,Mwezi Moja,Bag,90,KES6060.00,6/1/2013,2,27,0,90,1,6,2013,6060
812,Legumes,Dolichos (Njahi),Bag,90,KES7908.00,6/1/2013,2,14,0,90,1,6,2013,7908
813,Legumes,Green Gram,Bag,90,KES7181.00,6/1/2013,2,18,0,90,1,6,2013,7181
814,Legumes,Cowpeas,Bag,90,KES5721.00,6/1/2013,2,12,0,90,1,6,2013,5721
815,Legumes,Fresh Peas,Bag,51,KES3163.00,6/1/2013,2,17,0,51,1,6,2013,3163
816,Legumes,Groundnuts,Bag,110,KES12112.00,6/1/2013,2,20,0,110,1,6,2013,12112
817,Roots & Tubers,Red Irish Potatoes,Bag,110,KES3275.00,6/1/2013,3,33,0,110,1,6,2013,3275
818,Roots & Tubers,White Irish Potatoes,Bag,110,KES3206.00,6/1/2013,3,40,0,110,1,6,2013,3206
819,Roots & Tubers,Cassava Fresh,Bag,99,KES1938.00,6/1/2013,3,8,0,99,1,6,2013,1938
820,Roots & Tubers,Sweet Potatoes,Bag,98,KES3259.00,6/1/2013,3,37,0,98,1,6,2013,3259
821,Cereals,Dry Maize,Bag,90,KES2722.00,7/1/2013,0,15,0,90,1,7,2013,2722
822,Cereals,Green Maize,Ext Bag,115,KES2924.00,7/1/2013,0,19,2,115,1,7,2013,2924
823,Cereals,Finger Millet,Bag,90,KES5795.00,7/1/2013,0,16,0,90,1,7,2013,5795
824,Cereals,Sorghum,Bag,90,KES3363.00,7/1/2013,0,35,0,90,1,7,2013,3363
825,Cereals,Wheat,Bag,90,KES4293.00,7/1/2013,0,39,0,90,1,7,2013,4293
826,Legumes,Beans Canadian,Bag,90,KES5459.00,7/1/2013,2,1,0,90,1,7,2013,5459
827,Legumes,Beans Rosecoco,Bag,90,KES5489.00,7/1/2013,2,3,0,90,1,7,2013,5489
828,Legumes,Beans Mwitemania,Bag,90,KES4997.00,7/1/2013,2,2,0,90,1,7,2013,4997
829,Legumes,Mwezi Moja,Bag,90,KES5285.00,7/1/2013,2,27,0,90,1,7,2013,5285
830,Legumes,Dolichos (Njahi),Bag,90,KES7576.00,7/1/2013,2,14,0,90,1,7,2013,7576
831,Legumes,Green Gram,Bag,90,KES6948.00,7/1/2013,2,18,0,90,1,7,2013,6948
832,Legumes,Cowpeas,Bag,90,KES5246.00,7/1/2013,2,12,0,90,1,7,2013,5246
833,Legumes,Fresh Peas,Bag,51,KES2614.00,7/1/2013,2,17,0,51,1,7,2013,2614
834,Legumes,Groundnuts,Bag,110,KES11216.00,7/1/2013,2,20,0,110,1,7,2013,11216
835,Roots & Tubers,Red Irish Potatoes,Bag,110,KES2940.00,7/1/2013,3,33,0,110,1,7,2013,2940
836,Roots & Tubers,White Irish Potatoes,Bag,110,KES2916.00,7/1/2013,3,40,0,110,1,7,2013,2916
837,Roots & Tubers,Cassava Fresh,Bag,99,KES2004.00,7/1/2013,3,8,0,99,1,7,2013,2004
838,Roots & Tubers,Sweet Potatoes,Bag,98,KES2957.00,7/1/2013,3,37,0,98,1,7,2013,2957
839,Cereals,Dry Maize,Bag,90,KES2703.00,8/1/2013,0,15,0,90,1,8,2013,2703
840,Cereals,Green Maize,Ext Bag,115,KES2475.00,8/1/2013,0,19,2,115,1,8,2013,2475
841,Cereals,Finger Millet,Bag,90,KES5767.00,8/1/2013,0,16,0,90,1,8,2013,5767
842,Cereals,Sorghum,Bag,90,KES3533.00,8/1/2013,0,35,0,90,1,8,2013,3533
843,Cereals,Wheat,Bag,90,KES4084.00,8/1/2013,0,39,0,90,1,8,2013,4084
844,Legumes,Beans Canadian,Bag,90,KES5434.00,8/1/2013,2,1,0,90,1,8,2013,5434
845,Legumes,Beans Rosecoco,Bag,90,KES5701.00,8/1/2013,2,3,0,90,1,8,2013,5701
846,Legumes,Beans Mwitemania,Bag,90,KES4972.00,8/1/2013,2,2,0,90,1,8,2013,4972
847,Legumes,Mwezi Moja,Bag,90,KES5086.00,8/1/2013,2,27,0,90,1,8,2013,5086
848,Legumes,Dolichos (Njahi),Bag,90,KES7580.00,8/1/2013,2,14,0,90,1,8,2013,7580
849,Legumes,Green Gram,Bag,90,KES6925.00,8/1/2013,2,18,0,90,1,8,2013,6925
850,Legumes,Cowpeas,Bag,90,KES5026.00,8/1/2013,2,12,0,90,1,8,2013,5026
851,Legumes,Fresh Peas,Bag,51,KES2539.00,8/1/2013,2,17,0,51,1,8,2013,2539
852,Legumes,Groundnuts,Bag,110,KES10877.00,8/1/2013,2,20,0,110,1,8,2013,10877
853,Roots & Tubers,Red Irish Potatoes,Bag,110,KES2950.00,8/1/2013,3,33,0,110,1,8,2013,2950
854,Roots & Tubers,White Irish Potatoes,Bag,110,KES2927.00,8/1/2013,3,40,0,110,1,8,2013,2927
855,Roots & Tubers,Cassava Fresh,Bag,99,KES1956.00,8/1/2013,3,8,0,99,1,8,2013,1956
856,Roots & Tubers,Sweet Potatoes,Bag,98,KES2604.00,8/1/2013,3,37,0,98,1,8,2013,2604
857,Cereals,Dry Maize,Bag,90,KES2829.00,9/1/2013,0,15,0,90,1,9,2013,2829
858,Cereals,Green Maize,Ext Bag,115,KES2630.00,9/1/2013,0,19,2,115,1,9,2013,2630
859,Cereals,Finger Millet,Bag,90,KES5820.00,9/1/2013,0,16,0,90,1,9,2013,5820
860,Cereals,Sorghum,Bag,90,KES3471.00,9/1/2013,0,35,0,90,1,9,2013,3471
861,Cereals,Wheat,Bag,90,KES4024.00,9/1/2013,0,39,0,90,1,9,2013,4024
862,Legumes,Beans Canadian,Bag,90,KES5547.00,9/1/2013,2,1,0,90,1,9,2013,5547
863,Legumes,Beans Rosecoco,Bag,90,KES5973.00,9/1/2013,2,3,0,90,1,9,2013,5973
864,Legumes,Beans Mwitemania,Bag,90,KES5220.00,9/1/2013,2,2,0,90,1,9,2013,5220
865,Legumes,Mwezi Moja,Bag,90,KES5480.00,9/1/2013,2,27,0,90,1,9,2013,5480
866,Legumes,Dolichos (Njahi),Bag,90,KES7323.00,9/1/2013,2,14,0,90,1,9,2013,7323
867,Legumes,Green Gram,Bag,90,KES7160.00,9/1/2013,2,18,0,90,1,9,2013,7160
868,Legumes,Cowpeas,Bag,90,KES5227.00,9/1/2013,2,12,0,90,1,9,2013,5227
869,Legumes,Fresh Peas,Bag,51,KES2856.00,9/1/2013,2,17,0,51,1,9,2013,2856
870,Legumes,Groundnuts,Bag,110,KES11481.00,9/1/2013,2,20,0,110,1,9,2013,11481
871,Roots & Tubers,Red Irish Potatoes,Bag,110,KES3045.00,9/1/2013,3,33,0,110,1,9,2013,3045
872,Roots & Tubers,White Irish Potatoes,Bag,110,KES3014.00,9/1/2013,3,40,0,110,1,9,2013,3014
873,Roots & Tubers,Cassava Fresh,Bag,99,KES2175.00,9/1/2013,3,8,0,99,1,9,2013,2175
874,Roots & Tubers,Sweet Potatoes,Bag,98,KES2655.00,9/1/2013,3,37,0,98,1,9,2013,2655
875,Cereals,Dry Maize,Bag,90,KES2943.00,10/1/2013,0,15,0,90,1,10,2013,2943
876,Cereals,Green Maize,Ext Bag,115,KES2451.00,10/1/2013,0,19,2,115,1,10,2013,2451
877,Cereals,Finger Millet,Bag,90,KES6032.00,10/1/2013,0,16,0,90,1,10,2013,6032
878,Cereals,Sorghum,Bag,90,KES3629.00,10/1/2013,0,35,0,90,1,10,2013,3629
879,Cereals,Wheat,Bag,90,KES3524.00,10/1/2013,0,39,0,90,1,10,2013,3524
880,Legumes,Beans Canadian,Bag,90,KES5984.00,10/1/2013,2,1,0,90,1,10,2013,5984
881,Legumes,Beans Rosecoco,Bag,90,KES5943.00,10/1/2013,2,3,0,90,1,10,2013,5943
882,Legumes,Beans Mwitemania,Bag,90,KES5366.00,10/1/2013,2,2,0,90,1,10,2013,5366
883,Legumes,Mwezi Moja,Bag,90,KES5869.00,10/1/2013,2,27,0,90,1,10,2013,5869
884,Legumes,Dolichos (Njahi),Bag,90,KES7079.00,10/1/2013,2,14,0,90,1,10,2013,7079
885,Legumes,Green Gram,Bag,90,KES7461.00,10/1/2013,2,18,0,90,1,10,2013,7461
886,Legumes,Cowpeas,Bag,90,KES5322.00,10/1/2013,2,12,0,90,1,10,2013,5322
887,Legumes,Fresh Peas,Bag,51,KES2537.00,10/1/2013,2,17,0,51,1,10,2013,2537
888,Legumes,Groundnuts,Bag,110,KES11555.00,10/1/2013,2,20,0,110,1,10,2013,11555
889,Roots & Tubers,Red Irish Potatoes,Bag,110,KES3124.00,10/1/2013,3,33,0,110,1,10,2013,3124
890,Roots & Tubers,White Irish Potatoes,Bag,110,KES3014.00,10/1/2013,3,40,0,110,1,10,2013,3014
891,Roots & Tubers,Cassava Fresh,Bag,99,KES1896.00,10/1/2013,3,8,0,99,1,10,2013,1896
892,Roots & Tubers,Sweet Potatoes,Bag,98,KES2746.00,10/1/2013,3,37,0,98,1,10,2013,2746
893,Cereals,Dry Maize,Bag,90,KES3033.00,11/1/2013,0,15,0,90,1,11,2013,3033
894,Cereals,Green Maize,Ext Bag,115,KES2836.00,11/1/2013,0,19,2,115,1,11,2013,2836
895,Cereals,Finger Millet,Bag,90,KES6072.00,11/1/2013,0,16,0,90,1,11,2013,6072
896,Cereals,Sorghum,Bag,90,KES3780.00,11/1/2013,0,35,0,90,1,11,2013,3780
897,Cereals,Wheat,Bag,90,KES3697.00,11/1/2013,0,39,0,90,1,11,2013,3697
898,Legumes,Beans Canadian,Bag,90,KES6225.00,11/1/2013,2,1,0,90,1,11,2013,6225
899,Legumes,Beans Rosecoco,Bag,90,KES5973.00,11/1/2013,2,3,0,90,1,11,2013,5973
900,Legumes,Beans Mwitemania,Bag,90,KES5374.00,11/1/2013,2,2,0,90,1,11,2013,5374
901,Legumes,Mwezi Moja,Bag,90,KES5939.00,11/1/2013,2,27,0,90,1,11,2013,5939
902,Legumes,Dolichos (Njahi),Bag,90,KES7127.00,11/1/2013,2,14,0,90,1,11,2013,7127
903,Legumes,Green Gram,Bag,90,KES7916.00,11/1/2013,2,18,0,90,1,11,2013,7916
904,Legumes,Cowpeas,Bag,90,KES5782.00,11/1/2013,2,12,0,90,1,11,2013,5782
905,Legumes,Fresh Peas,Bag,51,KES2272.00,11/1/2013,2,17,0,51,1,11,2013,2272
906,Legumes,Groundnuts,Bag,110,KES11877.00,11/1/2013,2,20,0,110,1,11,2013,11877
907,Roots & Tubers,Red Irish Potatoes,Bag,110,KES3326.00,11/1/2013,3,33,0,110,1,11,2013,3326
908,Roots & Tubers,White Irish Potatoes,Bag,110,KES3291.00,11/1/2013,3,40,0,110,1,11,2013,3291
909,Roots & Tubers,Cassava Fresh,Bag,99,KES2023.00,11/1/2013,3,8,0,99,1,11,2013,2023
910,Roots & Tubers,Sweet Potatoes,Bag,98,KES2862.00,11/1/2013,3,37,0,98,1,11,2013,2862
911,Cereals,Dry Maize,Bag,90,KES3037.00,12/1/2013,0,15,0,90,1,12,2013,3037
912,Cereals,Green Maize,Ext Bag,115,KES3050.00,12/1/2013,0,19,2,115,1,12,2013,3050
913,Cereals,Finger Millet,Bag,90,KES5823.00,12/1/2013,0,16,0,90,1,12,2013,5823
914,Cereals,Sorghum,Bag,90,KES3851.00,12/1/2013,0,35,0,90,1,12,2013,3851
915,Cereals,Wheat,Bag,90,KES4144.00,12/1/2013,0,39,0,90,1,12,2013,4144
916,Legumes,Beans Canadian,Bag,90,KES5978.00,12/1/2013,2,1,0,90,1,12,2013,5978
917,Legumes,Beans Rosecoco,Bag,90,KES5942.00,12/1/2013,2,3,0,90,1,12,2013,5942
918,Legumes,Beans Mwitemania,Bag,90,KES5397.00,12/1/2013,2,2,0,90,1,12,2013,5397
919,Legumes,Mwezi Moja,Bag,90,KES5813.00,12/1/2013,2,27,0,90,1,12,2013,5813
920,Legumes,Dolichos (Njahi),Bag,90,KES7429.00,12/1/2013,2,14,0,90,1,12,2013,7429
921,Legumes,Green Gram,Bag,90,KES7916.00,12/1/2013,2,18,0,90,1,12,2013,7916
922,Legumes,Cowpeas,Bag,90,KES5702.00,12/1/2013,2,12,0,90,1,12,2013,5702
923,Legumes,Fresh Peas,Bag,51,KES2762.00,12/1/2013,2,17,0,51,1,12,2013,2762
924,Legumes,Groundnuts,Bag,110,KES11417.00,12/1/2013,2,20,0,110,1,12,2013,11417
925,Roots & Tubers,Red Irish Potatoes,Bag,110,KES3019.00,12/1/2013,3,33,0,110,1,12,2013,3019
926,Roots & Tubers,White Irish Potatoes,Bag,110,KES2967.00,12/1/2013,3,40,0,110,1,12,2013,2967
927,Roots & Tubers,Cassava Fresh,Bag,99,KES2068.00,12/1/2013,3,8,0,99,1,12,2013,2068
928,Roots & Tubers,Sweet Potatoes,Bag,98,KES2777.00,12/1/2013,3,37,0,98,1,12,2013,2777
929,Cereals,Dry Maize,Bag,90,KES2435.00,1/1/2015,0,15,0,90,1,1,2015,2435
930,Cereals,Green Maize,Ext Bag,115,KES3237.00,1/1/2015,0,19,2,115,1,1,2015,3237
931,Cereals,Finger Millet,Bag,90,KES6868.00,1/1/2015,0,16,0,90,1,1,2015,6868
932,Cereals,Sorghum,Bag,90,KES3756.00,1/1/2015,0,35,0,90,1,1,2015,3756
933,Cereals,Wheat,Bag,90,KES3477.00,1/1/2015,0,39,0,90,1,1,2015,3477
934,Legumes,Beans Canadian,Bag,90,KES6277.00,1/1/2015,2,1,0,90,1,1,2015,6277
935,Legumes,Beans Rosecoco,Bag,90,KES6111.00,1/1/2015,2,3,0,90,1,1,2015,6111
936,Legumes,Beans Mwitemania,Bag,90,KES5871.00,1/1/2015,2,2,0,90,1,1,2015,5871
937,Legumes,Mwezi Moja,Bag,90,KES5349.00,1/1/2015,2,27,0,90,1,1,2015,5349
938,Legumes,Dolichos (Njahi),Bag,90,KES7042.00,1/1/2015,2,14,0,90,1,1,2015,7042
939,Legumes,Green Gram,Bag,90,KES11143.00,1/1/2015,2,18,0,90,1,1,2015,11143
940,Legumes,Cowpeas,Bag,90,KES6764.00,1/1/2015,2,12,0,90,1,1,2015,6764
941,Legumes,Fresh Peas,Bag,51,KES2461.00,1/1/2015,2,17,0,51,1,1,2015,2461
942,Legumes,Groundnuts,Bag,110,KES11559.00,1/1/2015,2,20,0,110,1,1,2015,11559
943,Roots & Tubers,Red Irish Potatoes,Bag,110,KES2490.00,1/1/2015,3,33,0,110,1,1,2015,2490
944,Roots & Tubers,White Irish Potatoes,Bag,110,KES2515.00,1/1/2015,3,40,0,110,1,1,2015,2515
945,Roots & Tubers,Cassava Fresh,Bag,99,KES1753.00,1/1/2015,3,8,0,99,1,1,2015,1753
946,Roots & Tubers,Sweet Potatoes,Bag,98,KES2677.00,1/1/2015,3,37,0,98,1,1,2015,2677
947,Cereals,Dry Maize,Bag,90,KES2417.00,2/1/2015,0,15,0,90,1,2,2015,2417
948,Cereals,Green Maize,Ext Bag,115,KES2653.00,2/1/2015,0,19,2,115,1,2,2015,2653
949,Cereals,Finger Millet,Bag,90,KES6906.00,2/1/2015,0,16,0,90,1,2,2015,6906
950,Cereals,Sorghum,Bag,90,KES4202.00,2/1/2015,0,35,0,90,1,2,2015,4202
951,Cereals,Wheat,Bag,90,KES3662.00,2/1/2015,0,39,0,90,1,2,2015,3662
952,Legumes,Beans Canadian,Bag,90,KES6151.00,2/1/2015,2,1,0,90,1,2,2015,6151
953,Legumes,Beans Rosecoco,Bag,90,KES6484.00,2/1/2015,2,3,0,90,1,2,2015,6484
954,Legumes,Beans Mwitemania,Bag,90,KES6269.00,2/1/2015,2,2,0,90,1,2,2015,6269
955,Legumes,Mwezi Moja,Bag,90,KES4783.00,2/1/2015,2,27,0,90,1,2,2015,4783
956,Legumes,Dolichos (Njahi),Bag,90,KES8023.00,2/1/2015,2,14,0,90,1,2,2015,8023
957,Legumes,Green Gram,Bag,90,KES11535.00,2/1/2015,2,18,0,90,1,2,2015,11535
958,Legumes,Cowpeas,Bag,90,KES7208.00,2/1/2015,2,12,0,90,1,2,2015,7208
959,Legumes,Fresh Peas,Bag,51,KES2511.00,2/1/2015,2,17,0,51,1,2,2015,2511
960,Legumes,Groundnuts,Bag,110,KES11926.00,2/1/2015,2,20,0,110,1,2,2015,11926
961,Roots & Tubers,Red Irish Potatoes,Bag,110,KES2761.00,2/1/2015,3,33,0,110,1,2,2015,2761
962,Roots & Tubers,White Irish Potatoes,Bag,110,KES2690.00,2/1/2015,3,40,0,110,1,2,2015,2690
963,Roots & Tubers,Cassava Fresh,Bag,99,KES1893.00,2/1/2015,3,8,0,99,1,2,2015,1893
964,Roots & Tubers,Sweet Potatoes,Bag,98,KES2541.00,2/1/2015,3,37,0,98,1,2,2015,2541
965,Cereals,Dry Maize,Bag,90,KES2473.00,3/1/2015,0,15,0,90,1,3,2015,2473
966,Cereals,Green Maize,Ext Bag,115,KES2795.00,3/1/2015,0,19,2,115,1,3,2015,2795
967,Cereals,Finger Millet,Bag,90,KES6916.00,3/1/2015,0,16,0,90,1,3,2015,6916
968,Cereals,Sorghum,Bag,90,KES4183.00,3/1/2015,0,35,0,90,1,3,2015,4183
969,Cereals,Wheat,Bag,90,KES3739.00,3/1/2015,0,39,0,90,1,3,2015,3739
970,Legumes,Beans Canadian,Bag,90,KES6525.00,3/1/2015,2,1,0,90,1,3,2015,6525
971,Legumes,Beans Rosecoco,Bag,90,KES6850.00,3/1/2015,2,3,0,90,1,3,2015,6850
972,Legumes,Beans Mwitemania,Bag,90,KES6321.00,3/1/2015,2,2,0,90,1,3,2015,6321
973,Legumes,Mwezi Moja,Bag,90,KES5382.00,3/1/2015,2,27,0,90,1,3,2015,5382
974,Legumes,Dolichos (Njahi),Bag,90,KES8228.00,3/1/2015,2,14,0,90,1,3,2015,8228
975,Legumes,Green Gram,Bag,90,KES11315.00,3/1/2015,2,18,0,90,1,3,2015,11315
976,Legumes,Cowpeas,Bag,90,KES7436.00,3/1/2015,2,12,0,90,1,3,2015,7436
977,Legumes,Fresh Peas,Bag,51,KES3015.00,3/1/2015,2,17,0,51,1,3,2015,3015
978,Legumes,Groundnuts,Bag,110,KES3188.375,3/1/2015,2,20,0,110,1,3,2015,3188.371829
979,Roots & Tubers,Red Irish Potatoes,Bag,110,KES2686.00,3/1/2015,3,33,0,110,1,3,2015,2686
980,Roots & Tubers,White Irish Potatoes,Bag,110,KES2556.00,3/1/2015,3,40,0,110,1,3,2015,2556
981,Roots & Tubers,Cassava Fresh,Bag,99,KES1940.00,3/1/2015,3,8,0,99,1,3,2015,1940
982,Roots & Tubers,Sweet Potatoes,Bag,98,KES2687.00,3/1/2015,3,37,0,98,1,3,2015,2687
983,Cereals,Dry Maize,Bag,90,KES2796.00,4/1/2015,0,15,0,90,1,4,2015,2796
984,Cereals,Green Maize,Ext Bag,115,KES3567.00,4/1/2015,0,19,2,115,1,4,2015,3567
985,Cereals,Finger Millet,Bag,90,KES7149.00,4/1/2015,0,16,0,90,1,4,2015,7149
986,Cereals,Sorghum,Bag,90,KES3816.00,4/1/2015,0,35,0,90,1,4,2015,3816
987,Cereals,Wheat,Bag,90,KES3628.00,4/1/2015,0,39,0,90,1,4,2015,3628
988,Legumes,Beans Canadian,Bag,90,KES7148.00,4/1/2015,2,1,0,90,1,4,2015,7148
989,Legumes,Beans Rosecoco,Bag,90,KES7124.00,4/1/2015,2,3,0,90,1,4,2015,7124
990,Legumes,Beans Mwitemania,Bag,90,KES6402.00,4/1/2015,2,2,0,90,1,4,2015,6402
991,Legumes,Mwezi Moja,Bag,90,KES5798.00,4/1/2015,2,27,0,90,1,4,2015,5798
992,Legumes,Dolichos (Njahi),Bag,90,KES9182.00,4/1/2015,2,14,0,90,1,4,2015,9182
993,Legumes,Green Gram,Bag,90,KES11454.00,4/1/2015,2,18,0,90,1,4,2015,11454
994,Legumes,Cowpeas,Bag,90,KES6983.00,4/1/2015,2,12,0,90,1,4,2015,6983
995,Legumes,Fresh Peas,Bag,51,KES3842.00,4/1/2015,2,17,0,51,1,4,2015,3842
996,Legumes,Groundnuts,Bag,110,KES3188.375,4/1/2015,2,20,0,110,1,4,2015,3188.371829
997,Roots & Tubers,Red Irish Potatoes,Bag,110,KES3502.00,4/1/2015,3,33,0,110,1,4,2015,3502
998,Roots & Tubers,White Irish Potatoes,Bag,110,KES3511.00,4/1/2015,3,40,0,110,1,4,2015,3511
999,Roots & Tubers,Cassava Fresh,Bag,99,KES1941.00,4/1/2015,3,8,0,99,1,4,2015,1941
1000,Roots & Tubers,Sweet Potatoes,Bag,98,KES2819.00,4/1/2015,3,37,0,98,1,4,2015,2819
1001,Cereals,Dry Maize,Bag,90,KES2925.00,5/1/2015,0,15,0,90,1,5,2015,2925
1002,Cereals,Green Maize,Ext Bag,115,KES3872.00,5/1/2015,0,19,2,115,1,5,2015,3872
1003,Cereals,Finger Millet,Bag,90,KES7216.00,5/1/2015,0,16,0,90,1,5,2015,7216
1004,Cereals,Sorghum,Bag,90,KES3877.00,5/1/2015,0,35,0,90,1,5,2015,3877
1005,Cereals,Wheat,Bag,90,KES3653.00,5/1/2015,0,39,0,90,1,5,2015,3653
1006,Legumes,Beans Canadian,Bag,90,KES7453.00,5/1/2015,2,1,0,90,1,5,2015,7453
1007,Legumes,Beans Rosecoco,Bag,90,KES7522.00,5/1/2015,2,3,0,90,1,5,2015,7522
1008,Legumes,Beans Mwitemania,Bag,90,KES6903.00,5/1/2015,2,2,0,90,1,5,2015,6903
1009,Legumes,Mwezi Moja,Bag,90,KES6426.00,5/1/2015,2,27,0,90,1,5,2015,6426
1010,Legumes,Dolichos (Njahi),Bag,90,KES10486.00,5/1/2015,2,14,0,90,1,5,2015,10486
1011,Legumes,Green Gram,Bag,90,KES11905.00,5/1/2015,2,18,0,90,1,5,2015,11905
1012,Legumes,Cowpeas,Bag,90,KES7509.00,5/1/2015,2,12,0,90,1,5,2015,7509
1013,Legumes,Fresh Peas,Bag,51,KES3924.00,5/1/2015,2,17,0,51,1,5,2015,3924
1014,Legumes,Groundnuts,Bag,110,KES12802.00,5/1/2015,2,20,0,110,1,5,2015,12802
1015,Roots & Tubers,Red Irish Potatoes,Bag,110,KES3812.00,5/1/2015,3,33,0,110,1,5,2015,3812
1016,Roots & Tubers,White Irish Potatoes,Bag,110,KES3935.00,5/1/2015,3,40,0,110,1,5,2015,3935
1017,Roots & Tubers,Cassava Fresh,Bag,99,KES1883.00,5/1/2015,3,8,0,99,1,5,2015,1883
1018,Roots & Tubers,Sweet Potatoes,Bag,98,KES2928.00,5/1/2015,3,37,0,98,1,5,2015,2928
1019,Cereals,Dry Maize,Bag,90,KES2883.00,6/1/2015,0,15,0,90,1,6,2015,2883
1020,Cereals,Green Maize,Ext Bag,115,KES3466.00,6/1/2015,0,19,2,115,1,6,2015,3466
1021,Cereals,Finger Millet,Bag,90,KES7155.00,6/1/2015,0,16,0,90,1,6,2015,7155
1022,Cereals,Sorghum,Bag,90,KES3845.00,6/1/2015,0,35,0,90,1,6,2015,3845
1023,Cereals,Wheat,Bag,90,KES3747.00,6/1/2015,0,39,0,90,1,6,2015,3747
1024,Legumes,Beans Canadian,Bag,90,KES7471.00,6/1/2015,2,1,0,90,1,6,2015,7471
1025,Legumes,Beans Rosecoco,Bag,90,KES7186.00,6/1/2015,2,3,0,90,1,6,2015,7186
1026,Legumes,Beans Mwitemania,Bag,90,KES6535.00,6/1/2015,2,2,0,90,1,6,2015,6535
1027,Legumes,Mwezi Moja,Bag,90,KES7279.00,6/1/2015,2,27,0,90,1,6,2015,7279
1028,Legumes,Dolichos (Njahi),Bag,90,KES9988.00,6/1/2015,2,14,0,90,1,6,2015,9988
1029,Legumes,Green Gram,Bag,90,KES10722.00,6/1/2015,2,18,0,90,1,6,2015,10722
1030,Legumes,Cowpeas,Bag,90,KES7315.00,6/1/2015,2,12,0,90,1,6,2015,7315
1031,Legumes,Fresh Peas,Bag,51,KES3505.00,6/1/2015,2,17,0,51,1,6,2015,3505
1032,Legumes,Groundnuts,Bag,110,KES12797.00,6/1/2015,2,20,0,110,1,6,2015,12797
1033,Roots & Tubers,Red Irish Potatoes,Bag,110,KES2776.00,6/1/2015,3,33,0,110,1,6,2015,2776
1034,Roots & Tubers,White Irish Potatoes,Bag,110,KES2978.00,6/1/2015,3,40,0,110,1,6,2015,2978
1035,Roots & Tubers,Cassava Fresh,Bag,99,KES2124.00,6/1/2015,3,8,0,99,1,6,2015,2124
1036,Roots & Tubers,Sweet Potatoes,Bag,98,KES2705.00,6/1/2015,3,37,0,98,1,6,2015,2705
1037,Cereals,Dry Maize,Bag,90,KES2969.00,7/1/2015,0,15,0,90,1,7,2015,2969
